title,price,sold,location,link,category_link
"SAJODO - BELI 3 SEBLAK INSTANT 195 Gram, FREE 1 BASO ACI 195 Gram",62.500,"4,7RB Terjual",KOTA TASIKMALAYA,https://shopee.co.id/SAJODO-BELI-3-SEBLAK-INSTANT-195-Gram-FREE-1-BASO-ACI-195-Gram-i.281634570.19736342869?sp_atk=84ef7348-c17e-403e-8ea5-0e5787755990&xptdk=84ef7348-c17e-403e-8ea5-0e5787755990,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
MIE Mi ABC Rasa Ayam Bawang 65 gr,1.950,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/MIE-Mi-ABC-Rasa-Ayam-Bawang-65-gr-i.256364012.13162363420?sp_atk=f024844f-7cba-410a-bdee-a8c3bb5d0d72&xptdk=f024844f-7cba-410a-bdee-a8c3bb5d0d72,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
"Makanan Instan H EAT Makanan Gunung Nasi Putih, Nasi Kuning, Mashroom Pho, Nasi Goreng Rendang",9.500,10RB+ Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Makanan-Instan-H-EAT-Makanan-Gunung-Nasi-Putih-Nasi-Kuning-Mashroom-Pho-Nasi-Goreng-Rendang-i.40464863.12427773835?sp_atk=28e43700-065b-42a5-8c49-8b28f0abd96a&xptdk=28e43700-065b-42a5-8c49-8b28f0abd96a,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bamboe bumbu dapur all varian rawon rendang balado nasi goreng soto gule opor kare dll,5.500,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Bamboe-bumbu-dapur-all-varian-rawon-rendang-balado-nasi-goreng-soto-gule-opor-kare-dll-i.347563410.6590281616?sp_atk=4d289151-5d37-4928-ac6b-e44d88e9bf35&xptdk=4d289151-5d37-4928-ac6b-e44d88e9bf35,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Mamafuji - Rendang Padang Asli 700gr (Ukuran Besar),194.999,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Mamafuji-Rendang-Padang-Asli-700gr-(Ukuran-Besar)-i.662114169.17318690925?sp_atk=39f0ea89-2679-48e3-81cc-4bc95c262c30&xptdk=39f0ea89-2679-48e3-81cc-4bc95c262c30,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
INDOMIE GORENG KUAH AYAM RENDANG CABE IJO POP GEPREK BAWANG KARI KALDU SOTO MI SPECIAL MIE KOCOK EMPAL GENTONG ACEH GROSIR MURAH DUS MAKANAN RINGAN INSTANT CEMILAN ANAK INSTAN INDOFOOD,3.233,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/INDOMIE-GORENG-KUAH-AYAM-RENDANG-CABE-IJO-POP-GEPREK-BAWANG-KARI-KALDU-SOTO-MI-SPECIAL-MIE-KOCOK-EMPAL-GENTONG-ACEH-GROSIR-MURAH-DUS-MAKANAN-RINGAN-INSTANT-CEMILAN-ANAK-INSTAN-INDOFOOD-i.83981123.11686603268?sp_atk=e736b80c-3c49-418e-a081-9a4bcdeff1af&xptdk=e736b80c-3c49-418e-a081-9a4bcdeff1af,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
PURA SEASONING KALDU AYAM KAMPUNG ASLI KALDU MPASI NON MSG TANPA GULA,69.000,10RB+ Terjual,KAB. SIDOARJO,https://shopee.co.id/PURA-SEASONING-KALDU-AYAM-KAMPUNG-ASLI-KALDU-MPASI-NON-MSG-TANPA-GULA-i.157855679.2351337046?sp_atk=9a96945d-6cf7-40ba-8a7b-2749e82c54c1&xptdk=9a96945d-6cf7-40ba-8a7b-2749e82c54c1,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
[HALAL][100g] WULAMA latiao/ wulama/ latiao / tendon / vegetarian,12.800,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/-HALAL-100g-WULAMA-latiao-wulama-latiao-tendon-vegetarian-i.160100349.23645573760?sp_atk=a9d7c029-a0ac-4d2b-ab07-3cfcbd1e6f2c&xptdk=a9d7c029-a0ac-4d2b-ab07-3cfcbd1e6f2c,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
BASO ACI JAGUAR BAKSO ACI TULANG RANGU BASO ACI TULANG RANGU MERCON PEDAS CUANKI INSTAN,9.899,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/BASO-ACI-JAGUAR-BAKSO-ACI-TULANG-RANGU-BASO-ACI-TULANG-RANGU-MERCON-PEDAS-CUANKI-INSTAN-i.135325252.9518460220?sp_atk=0486e08e-eec6-4cd5-949f-50481c25dcbe&xptdk=0486e08e-eec6-4cd5-949f-50481c25dcbe,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
MIE OVEN Mie Instant 78 gr,2.389,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/MIE-OVEN-Mie-Instant-78-gr-i.256364012.22521444114?sp_atk=d5efd324-32bd-4dcb-af03-781ccc24cb04&xptdk=d5efd324-32bd-4dcb-af03-781ccc24cb04,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Gepuk ayam karwati ORIGINAL,15.200,10RB+ Terjual,KAB. CIANJUR,https://shopee.co.id/Gepuk-ayam-karwati-ORIGINAL-i.24584232.5032139443?sp_atk=fef6f687-afe9-4705-a0ed-358f51713ac4&xptdk=fef6f687-afe9-4705-a0ed-358f51713ac4,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Sedaap Mie Instan Cup Ayam Jerit 75 gr,4.600,10RB+ Terjual,KAB. DELI SERDANG,https://shopee.co.id/Sedaap-Mie-Instan-Cup-Ayam-Jerit-75-gr-i.64474495.8932348795?sp_atk=fea9a329-330c-4f66-bc25-45f452cf7d54&xptdk=fea9a329-330c-4f66-bc25-45f452cf7d54,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
EXP DES 2024 Nongshim Shin Ramyun | Mie Instant Korea Halal 120 gram,10.499,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/EXP-DES-2024-Nongshim-Shin-Ramyun-Mie-Instant-Korea-Halal-120-gram-i.264345385.10107955501?sp_atk=c2d87c7c-6439-4484-9af1-cbea0ccf2c9b&xptdk=c2d87c7c-6439-4484-9af1-cbea0ccf2c9b,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Sedaap Mie Instan Singapore Spicy Laksa Bag 83 gr x5,13.700,10RB+ Terjual,KOTA BEKASI,https://shopee.co.id/Sedaap-Mie-Instan-Singapore-Spicy-Laksa-Bag-83-gr-x5-i.64474495.16218595141?sp_atk=007baa3f-d060-40f3-aa2f-425ca9de27e7&xptdk=007baa3f-d060-40f3-aa2f-425ca9de27e7,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
BASO ACI (BOCI) NYAI MERCON,20.000,"6,5RB Terjual",KAB. GARUT,https://shopee.co.id/BASO-ACI-(BOCI)-NYAI-MERCON-i.135488866.6638705721?sp_atk=a5ac0f76-d8e4-42b3-9775-d6af66b9dfd3&xptdk=a5ac0f76-d8e4-42b3-9775-d6af66b9dfd3,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
☘️MUMTAAZZTORE☘️ INDOFOOD Sarimi Isi 2 Kuah / Goreng,4.000,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/☘️MUMTAAZZTORE☘️-INDOFOOD-Sarimi-Isi-2-Kuah-Goreng-i.40571754.7879175353?sp_atk=c1dfe0ee-1c9b-4925-b8a6-432eea35eb85&xptdk=c1dfe0ee-1c9b-4925-b8a6-432eea35eb85,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Beledos Paket Mantap 1 / Baciur Komplit / Baciur Tetelan / Baciur Bunting,89.000,"4,7RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Beledos-Paket-Mantap-1-Baciur-Komplit-Baciur-Tetelan-Baciur-Bunting-i.1059688658.22152929032?sp_atk=fed881db-5296-4b23-963c-b58d0b7042aa&xptdk=fed881db-5296-4b23-963c-b58d0b7042aa,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
𝐂𝐈𝐎𝐌𝐘 - Paket Bundling 3 Cuanki Cheese Soto Kari dan Chicken Spicy,57.500,"5,5RB Terjual",KAB. GARUT,https://shopee.co.id/𝐂𝐈𝐎𝐌𝐘-Paket-Bundling-3-Cuanki-Cheese-Soto-Kari-dan-Chicken-Spicy-i.695661069.19479428917?sp_atk=6f675c2d-9055-41b9-9816-6bead9a2f2c7&xptdk=6f675c2d-9055-41b9-9816-6bead9a2f2c7,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
( BERKAH ) MIE GAGA 100 GORENG JALAPENO CHIPOTLE LADA HITAM KUAH JALAPENO ALL VARIAN,3.375,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/(-BERKAH-)-MIE-GAGA-100-GORENG-JALAPENO-CHIPOTLE-LADA-HITAM-KUAH-JALAPENO-ALL-VARIAN-i.160072588.20739306893?sp_atk=017e3954-0341-43a3-8c7f-6824572fb9b6&xptdk=017e3954-0341-43a3-8c7f-6824572fb9b6,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bumbu Kebuli instan nasi briyani mandhi kabsah lengkap praktis jidah food bumbu rempah india,17.420,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Bumbu-Kebuli-instan-nasi-briyani-mandhi-kabsah-lengkap-praktis-jidah-food-bumbu-rempah-india-i.283686050.11946100017?sp_atk=e8c41ac3-f8c1-4037-8bfa-28861b36c2ac&xptdk=e8c41ac3-f8c1-4037-8bfa-28861b36c2ac,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bumboo Kaldu MPASI Non MSG / Kaldu Ayam MPASI / Kaldu Sapi MPASI/ kaldu jamur MPASI,28.250,10RB+ Terjual,KAB. SLEMAN,https://shopee.co.id/Bumboo-Kaldu-MPASI-Non-MSG-Kaldu-Ayam-MPASI-Kaldu-Sapi-MPASI-kaldu-jamur-MPASI-i.383886747.23521202928?sp_atk=e77409b3-d353-4c32-a294-bb1705bc889f&xptdk=e77409b3-d353-4c32-a294-bb1705bc889f,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Nissin Gekikara Ramen Porsi PAS,4.400,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Nissin-Gekikara-Ramen-Porsi-PAS-i.1521932.3154548898?sp_atk=cf439554-513c-4d82-af8d-0df396c9a418&xptdk=cf439554-513c-4d82-af8d-0df396c9a418,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
☘️MUMTAAZZTORE☘️ NISSIN GEKIKARA RAMEN PORSI PAS!!,3.988,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/☘️MUMTAAZZTORE☘️-NISSIN-GEKIKARA-RAMEN-PORSI-PAS!!-i.40571754.16884408426?sp_atk=a4bd4cdb-ecf4-4f26-a808-e92d980a0895&xptdk=a4bd4cdb-ecf4-4f26-a808-e92d980a0895,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Kremes Hati Ayam Premium,47.500,10RB Terjual,KOTA BANDUNG,https://shopee.co.id/Kremes-Hati-Ayam-Premium-i.570229342.10798781936?sp_atk=e6de220c-6208-45a5-b740-22403ae1f721&xptdk=e6de220c-6208-45a5-b740-22403ae1f721,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Mie Gaga Jalapeno Gaga 100 Extra Pedas - Netto 85 gram,3.350,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Mie-Gaga-Jalapeno-Gaga-100-Extra-Pedas-Netto-85-gram-i.1521932.5439611635?sp_atk=6db2116d-6c12-410d-a336-1972eecf3d57&xptdk=6db2116d-6c12-410d-a336-1972eecf3d57,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
"Baso Aci, Seblak, Cuanki Instan (pouch kecil)",4.299,10RB+ Terjual,KOTA PALEMBANG,https://shopee.co.id/Baso-Aci-Seblak-Cuanki-Instan-(pouch-kecil)-i.52865646.10705890553?sp_atk=15c3de3c-07b1-40c3-84a2-7e0a62d07782&xptdk=15c3de3c-07b1-40c3-84a2-7e0a62d07782,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
[HALAL]Snowflake crispy/ snowflake / xue hua gao/雪花糕/10g,2.000,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/-HALAL-Snowflake-crispy-snowflake-xue-hua-gao-雪花糕-10g-i.160100349.20168275189?sp_atk=269be62e-3dc0-4743-aa1f-12d68e5b734a&xptdk=269be62e-3dc0-4743-aa1f-12d68e5b734a,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
"READY STOCK Mie sedaap sedap all variant Goreng, Cheese spicy, Korean buldak, Laksa, Kari kental dll viral siap kirim",3.089,5RB Terjual,KOTA DEPOK,https://shopee.co.id/READY-STOCK-Mie-sedaap-sedap-all-variant-Goreng-Cheese-spicy-Korean-buldak-Laksa-Kari-kental-dll-viral-siap-kirim-i.11038789.16686230774?sp_atk=45ff1926-e4ac-48a4-824c-11bdb5c3dc1b&xptdk=45ff1926-e4ac-48a4-824c-11bdb5c3dc1b,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
"Indofood Bumbu Tabur Kentang Goreng [Sachet], Halal",4.900,6RB Terjual,KOTA DEPOK,https://shopee.co.id/Indofood-Bumbu-Tabur-Kentang-Goreng-Sachet-Halal-i.460486783.22920953951?sp_atk=e312a7f7-0ee8-4159-b972-9fa88164df75&xptdk=e312a7f7-0ee8-4159-b972-9fa88164df75,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Mie SEDAAP KUAH All Variant Kuah Soto / Kari / Spicy / Baso / Ayam Bawang,2.993,10RB+ Terjual,KAB. BOGOR,https://shopee.co.id/Mie-SEDAAP-KUAH-All-Variant-Kuah-Soto-Kari-Spicy-Baso-Ayam-Bawang-i.58107864.5797361873?sp_atk=4f8a57c9-97e6-454f-8a24-22c196b321d6&xptdk=4f8a57c9-97e6-454f-8a24-22c196b321d6,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bihunku GORENG & KUAH PROMO !!!,2.760,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Bihunku-GORENG-KUAH-PROMO-!!!-i.256364012.20863562819?sp_atk=7b104992-db8a-4fbc-a424-ec018b74833f&xptdk=7b104992-db8a-4fbc-a424-ec018b74833f,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
NICCHI kare Golden Curry HALAL 100g | Kare ala Jepang | NIcchi kare anak House SnB,12.500,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/NICCHI-kare-Golden-Curry-HALAL-100g-Kare-ala-Jepang-NIcchi-kare-anak-House-SnB-i.2938811.7809295052?sp_atk=a53698f8-d09a-4c79-81e5-ec7c82fe504c&xptdk=a53698f8-d09a-4c79-81e5-ec7c82fe504c,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Mamafuji - Rendang Padang Asli 700gr (Ukuran Besar),181.299,"1,2RB Terjual",KOTA TANGERANG,https://shopee.co.id/Mamafuji-Rendang-Padang-Asli-700gr-(Ukuran-Besar)-i.259315432.16495661247?sp_atk=81a0cf11-7264-4144-a11b-244ed8963106&xptdk=81a0cf11-7264-4144-a11b-244ed8963106,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Beorganik Mushroom Stock Powder (NON MSG) / Kaldu Jamur,49.000,"9,4RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Beorganik-Mushroom-Stock-Powder-(NON-MSG)-Kaldu-Jamur-i.275665913.3461481516?sp_atk=124a0b9f-319b-420c-bd7e-d0eb3654ac53&xptdk=124a0b9f-319b-420c-bd7e-d0eb3654ac53,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bumbu Racik Instan Indofood Masakan,1.979,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Bumbu-Racik-Instan-Indofood-Masakan-i.137089501.18953948779?sp_atk=668939b7-9f20-4c58-acf0-46bda8eacfc8&xptdk=668939b7-9f20-4c58-acf0-46bda8eacfc8,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
( BERKAH ) MIEGELAS Mie Gelas Protevit Eceran 30gr Mi Seduh Instant Ayam Bawang Baso Sop buntut Kari ayam Sosis bbq soto 28gr,1.499,10RB+ Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/(-BERKAH-)-MIEGELAS-Mie-Gelas-Protevit-Eceran-30gr-Mi-Seduh-Instant-Ayam-Bawang-Baso-Sop-buntut-Kari-ayam-Sosis-bbq-soto-28gr-i.160072588.21754977888?sp_atk=406adb47-28c5-480a-bf3b-4956fff9262b&xptdk=406adb47-28c5-480a-bf3b-4956fff9262b,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
BUMBU RACIK 26gr X 10 SACHET (BISA REQUES MIX RASA),11.000,"1,2RB Terjual",KAB. MOJOKERTO,https://shopee.co.id/BUMBU-RACIK-26gr-X-10-SACHET-(BISA-REQUES-MIX-RASA)-i.263094744.23687003930?sp_atk=fa7c0b7a-9911-4445-8c0f-50e4172228e5&xptdk=fa7c0b7a-9911-4445-8c0f-50e4172228e5,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Baso Aci / Boci Mercon Jando VAKUM,5.950,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Baso-Aci-Boci-Mercon-Jando-VAKUM-i.31685166.6759978962?sp_atk=b76d3392-b430-43a3-a3fe-d52f12e3c3dc&xptdk=b76d3392-b430-43a3-a3fe-d52f12e3c3dc,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Sedaap Mie Instan Goreng Korean Cheese Buldak Bag 86 gr,3.000,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Sedaap-Mie-Instan-Goreng-Korean-Cheese-Buldak-Bag-86-gr-i.64474495.17281598953?sp_atk=ae5f8ffb-3f86-4c0f-94dc-2359dfbfed89&xptdk=ae5f8ffb-3f86-4c0f-94dc-2359dfbfed89,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Baso Aci Suir Ayam Extra - Bakso Aci Ayam - Boci - Boci Baso Aci Ayam,5.999,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/Baso-Aci-Suir-Ayam-Extra-Bakso-Aci-Ayam-Boci-Boci-Baso-Aci-Ayam-i.134453884.10846621070?sp_atk=d49d8076-d6cd-48ed-9334-9706fe91898a&xptdk=d49d8076-d6cd-48ed-9334-9706fe91898a,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
MIE OVEN 78gr MI KUAH IGA SAPI GORENG BAWANG GULAI SULTAN MAYORA BUMBU PASTA DIOVEN TANPA GORENG MIE INSTAN CEMILAN ANAK MAKANAN INSTANT GROSIR MURAH,2.595,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/MIE-OVEN-78gr-MI-KUAH-IGA-SAPI-GORENG-BAWANG-GULAI-SULTAN-MAYORA-BUMBU-PASTA-DIOVEN-TANPA-GORENG-MIE-INSTAN-CEMILAN-ANAK-MAKANAN-INSTANT-GROSIR-MURAH-i.83981123.22136939433?sp_atk=c0f75c9b-3e5e-46ae-b7fe-e2712e8a9c11&xptdk=c0f75c9b-3e5e-46ae-b7fe-e2712e8a9c11,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
SEBLAK INSTANT VIRAL KHAS SAJODO SNACK & FOOD,18.500,10RB+ Terjual,KOTA TASIKMALAYA,https://shopee.co.id/SEBLAK-INSTANT-VIRAL-KHAS-SAJODO-SNACK-FOOD-i.281634570.10322600475?sp_atk=19b6ab94-c477-4bcc-a09b-4cc3aafe4805&xptdk=19b6ab94-c477-4bcc-a09b-4cc3aafe4805,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Sambal / oseng mercon bu mun/ cumi/paru/udang/daging/tuna suwir  50 & 150 gram,10.948,"5,8RB Terjual",KOTA SURABAYA,https://shopee.co.id/Sambal-oseng-mercon-bu-mun-cumi-paru-udang-daging-tuna-suwir-50-150-gram-i.922654051.19769479785?sp_atk=4f345719-b1bd-4894-a795-72af788ec02d&xptdk=4f345719-b1bd-4894-a795-72af788ec02d,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
TOTOLE Kaldu Rasa Jamur 200 gram,25.245,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/TOTOLE-Kaldu-Rasa-Jamur-200-gram-i.347563410.5267880477?sp_atk=7554833f-4831-4f18-b992-c9e6e386c3bb&xptdk=7554833f-4831-4f18-b992-c9e6e386c3bb,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Baso Aci GRANAT Ayam Suir Pedas,5.999,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/Baso-Aci-GRANAT-Ayam-Suir-Pedas-i.134453884.16531094258?sp_atk=4cee965e-6cdb-4a1e-8c67-5e41a0ec27c9&xptdk=4cee965e-6cdb-4a1e-8c67-5e41a0ec27c9,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
baso Aci isi 4 baso Aci instan termurah ready,3.800,10RB+ Terjual,KAB. SIDOARJO,https://shopee.co.id/baso-Aci-isi-4-baso-Aci-instan-termurah-ready-i.140683354.15259477768?sp_atk=41029e69-a777-4071-b51a-505958418164&xptdk=41029e69-a777-4071-b51a-505958418164,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Baso Aci Lemak Toping Pangsit | Keripix.id,6.999,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/Baso-Aci-Lemak-Toping-Pangsit-Keripix.id-i.189269903.7341722694?sp_atk=5ead32ed-0767-4586-a5d0-93dc379a561a&xptdk=5ead32ed-0767-4586-a5d0-93dc379a561a,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
[TEBUS MURAH] Mujigae Topokki 170gr / Tteokbokki Instan / Tokpoki / Topoki,22.000,"2,6RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/-TEBUS-MURAH-Mujigae-Topokki-170gr-Tteokbokki-Instan-Tokpoki-Topoki-i.18102367.22686719394?sp_atk=e7630b4f-1c7f-481d-8f29-f20917e907db&xptdk=e7630b4f-1c7f-481d-8f29-f20917e907db,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
bocirat beranak boci maknyos,31.500,10RB+ Terjual,KAB. BATANG,https://shopee.co.id/bocirat-beranak-boci-maknyos-i.181751913.7258157375?sp_atk=8b02102f-468b-40d1-9ccd-cc586cc4e1bc&xptdk=8b02102f-468b-40d1-9ccd-cc586cc4e1bc,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
gepuk basah ayam 100gr,8.500,10RB+ Terjual,KAB. CIANJUR,https://shopee.co.id/gepuk-basah-ayam-100gr-i.24584232.21256424399?sp_atk=df31a2b3-ffbc-4f50-9201-77195572cc87&xptdk=df31a2b3-ffbc-4f50-9201-77195572cc87,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Mercon Merah Putih - Hemat Combo Berdua || 2 x Oseng Mercon Daging,85.000,"6,1RB Terjual",KOTA JAKARTA PUSAT,https://shopee.co.id/Mercon-Merah-Putih-Hemat-Combo-Berdua-2-x-Oseng-Mercon-Daging-i.390094430.10775225831?sp_atk=eadbc107-68d2-4159-88ec-70a783645dcd&xptdk=eadbc107-68d2-4159-88ec-70a783645dcd,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Bumbu Buah Garam Rujak Kiamboy Manis Pedas 100g,5.898,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Bumbu-Buah-Garam-Rujak-Kiamboy-Manis-Pedas-100g-i.60818120.6483662085?sp_atk=71519c98-4422-43b1-b1ab-1383443e683d&xptdk=71519c98-4422-43b1-b1ab-1383443e683d,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Rendang Daging Sapi Iris 250 g - Rendang Gadih,99.900,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/Rendang-Daging-Sapi-Iris-250-g-Rendang-Gadih-i.8284599.55231952?sp_atk=1f1c6f2e-f483-4ce2-95e1-c87c81b33235&xptdk=1f1c6f2e-f483-4ce2-95e1-c87c81b33235,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
BAMBOE Bumbu Dapur Instan Spices- Bumbu Masak,6.350,10RB+ Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/BAMBOE-Bumbu-Dapur-Instan-Spices-Bumbu-Masak-i.21946008.5036314533?sp_atk=8a19f744-5e8a-4a53-a243-e768c2627fd2&xptdk=8a19f744-5e8a-4a53-a243-e768c2627fd2,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Indomie Goreng | Indomie Soto | Mie Richesee |  Sakura,3.290,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Indomie-Goreng-Indomie-Soto-Mie-Richesee-Sakura-i.159234680.7225575565?sp_atk=0de7ff7a-635e-44e1-94dd-bab54d57c2f6&xptdk=0de7ff7a-635e-44e1-94dd-bab54d57c2f6,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Sedaap Mie Instan Goreng Isi 5 Bag 90 gr x3,48.200,"8,3RB Terjual",KOTA BEKASI,https://shopee.co.id/Sedaap-Mie-Instan-Goreng-Isi-5-Bag-90-gr-x3-i.64474495.5839306819?sp_atk=457521df-2e19-4605-a349-ee7d2ef51489&xptdk=457521df-2e19-4605-a349-ee7d2ef51489,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
20 BUNGKUS  BASO ACI ORI PAKET USAHA MAKANAN INSTAN KALDU PEDAS,65.999,"7,6RB Terjual",KAB. TANGERANG,https://shopee.co.id/20-BUNGKUS-BASO-ACI-ORI-PAKET-USAHA-MAKANAN-INSTAN-KALDU-PEDAS-i.133183718.20884594280?sp_atk=a6df6a0d-2c11-4bf0-aefc-606567cb7518&xptdk=a6df6a0d-2c11-4bf0-aefc-606567cb7518,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Seblak Instan Komplit,5.999,10RB+ Terjual,KAB. GARUT,https://shopee.co.id/Seblak-Instan-Komplit-i.134453884.5740262702?sp_atk=f0ef9842-bf66-4a48-9374-09780164361f&xptdk=f0ef9842-bf66-4a48-9374-09780164361f,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
Indofood Bumbu Racik Instant Aneka Masakan,1.999,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Indofood-Bumbu-Racik-Instant-Aneka-Masakan-i.1521932.13704254524?sp_atk=263b839c-2ce5-4663-b87c-85e58dbbc9f4&xptdk=263b839c-2ce5-4663-b87c-85e58dbbc9f4,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
MIE SEDAAP ALL VARIAN GORENG SOTO MADURA KOREAN SPICY CHICKEN SOTO PEDAS SEDAP GROSIR MURAH CEMILAN ANAK MI INSTAN 1 DUS AYAM INSTANT ISTIMEWA KOREA LAKSA SINGAPORE 90gr x 5 SATUAN ECERAN AYAM BAKAR LIMAU SALERO PADANG SOUP SOTO MADURA SPESIAL WINGS,3.224,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/MIE-SEDAAP-ALL-VARIAN-GORENG-SOTO-MADURA-KOREAN-SPICY-CHICKEN-SOTO-PEDAS-SEDAP-GROSIR-MURAH-CEMILAN-ANAK-MI-INSTAN-1-DUS-AYAM-INSTANT-ISTIMEWA-KOREA-LAKSA-SINGAPORE-90gr-x-5-SATUAN-ECERAN-AYAM-BAKAR-LIMAU-SALERO-PADANG-SOUP-SOTO-MADURA-SPESIAL-WINGS-i.83981123.17571949149?sp_atk=aa0bee66-9f15-4ebb-8e95-6c3a881f1f6c&xptdk=aa0bee66-9f15-4ebb-8e95-6c3a881f1f6c,https://shopee.co.id/Makanan-Instan-cat.11043451.11043564
